name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Boulder,2023-03-13,52.1,24.5,37.1,52.1,19,35.6,22.2,58.6,0,0,0,"rain,snow",0.1,0,11.4,6.9,8.1,1017.3,12.3,9.9,189.5,16.3,7,10,2023-03-13T07:15:58,2023-03-13T19:05:51,0.72,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-14,62.8,31.7,46.8,62.8,28.3,45.5,18.5,37.8,0,0,0,,0,0,32.2,8.2,29,1013.4,5.5,9.9,208.1,17.9,8,10,2023-03-14T07:14:22,2023-03-14T19:06:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-15,69.9,40.9,53.1,69.9,36.9,52.1,25.6,37.1,0.001,100,4.17,rain,0,0,29.2,16.6,261.3,1004.7,31.6,9.9,159.1,13.6,7,10,2023-03-15T07:12:46,2023-03-15T19:07:57,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-16,42.9,28.5,33.6,38.9,23.3,28.8,21.7,64.6,0.002,100,8.33,"rain,snow",3.1,0.4,20.8,12.9,109,1015.7,99.6,9,111.5,9.7,7,10,2023-03-16T07:11:09,2023-03-16T19:09:00,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-17,43,24.6,32.9,43,21.9,29.8,10.6,42.2,0,0,0,,0,0.8,21.9,7.8,111.7,1021.4,30.3,9.9,218,18.8,8,10,2023-03-17T07:09:32,2023-03-17T19:10:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-18,46.6,19.1,32.6,44,12.4,30,4.6,36.2,0,0,0,,0,0.1,13.9,7.5,101.4,1024.7,8.1,9.9,249.3,21.5,8,10,2023-03-18T07:07:55,2023-03-18T19:11:05,0.9,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-19,53.9,22.5,39,53.9,18,37.8,5.1,26.7,0,0,0,,0,0,25.3,16.1,257.4,1017,0,9.9,220.3,19.1,8,10,2023-03-19T07:06:18,2023-03-19T19:12:07,0.93,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-20,53.9,33.8,44,53.9,30.7,42.8,16.6,34,0,0,0,,0,0,16.1,8.9,84.4,1006.4,60.4,9.9,150.7,12.9,5,10,2023-03-20T07:04:41,2023-03-20T19:13:09,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-21,55.6,31.8,44.3,55.6,27.5,43.3,16,36.9,0,0,0,,0,0,34.7,25.8,251.3,1005.6,20.4,9.9,236.1,20.4,8,10,2023-03-21T07:03:04,2023-03-21T19:14:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,99999994075,72053800164"
Boulder,2023-03-22,42.9,32.1,34.7,37.7,24.4,31.6,25.8,72.7,0.02,100,8.33,"rain,snow",0.2,0,24.2,9,15.4,1009.4,80.5,8.8,65.7,5.7,3,10,2023-03-22T07:01:26,2023-03-22T19:15:13,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,99999994075,72053800164"
Boulder,2023-03-23,50.5,28.6,37.8,50.5,20,35.6,26.3,68.5,0.001,100,4.17,"rain,snow",0.2,0,24.2,9.2,76.5,1012.8,63.1,8,153.9,13.3,8,10,2023-03-23T06:59:49,2023-03-23T19:16:14,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-03-24,53.5,28.2,40.1,53.5,28.2,38.7,18.4,50.6,0,0,0,"rain,snow",0.1,0,20.8,11.1,48.6,1008.5,36,9.9,224.5,19.3,9,10,2023-03-24T06:58:11,2023-03-24T19:17:16,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,ATC01,KBDU,72053800164,C7944"
Boulder,2023-03-25,39.5,26.8,32.9,32.1,20.6,26,10.3,49.4,0,0,0,"rain,snow",0.8,0,45,24.6,269,1008.6,36.4,9.3,267.2,23.4,8,10,2023-03-25T06:56:34,2023-03-25T19:18:17,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-26,39.5,22.9,32.3,37.6,14.9,28.4,5.3,33.2,0,0,0,rain,0.1,0,25.3,10,34,1013.3,41.6,9.8,173.5,15.3,7,10,2023-03-26T06:54:56,2023-03-26T19:19:19,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-27,34,26.1,29.6,32.3,18.2,24.1,16.8,63.7,0.002,100,4.17,"rain,snow",2.8,2.4,25.1,19.4,340,1020.2,70.7,7.5,129.6,11.5,5,10,2023-03-27T06:53:19,2023-03-27T19:20:20,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-28,46.3,19.2,32.5,44.1,12.7,29.6,10.6,41.3,0,0,0,,0,2.4,10.3,11.2,30.5,1021.7,0,9.9,276.2,24.2,9,10,2023-03-28T06:51:42,2023-03-28T19:21:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-29,46.5,29.9,36.4,46.5,28.9,34.6,22.4,58.3,0,0,0,,0,0,10.3,7.8,49.1,1014.1,8.2,9.8,221.6,19.5,8,10,2023-03-29T06:50:05,2023-03-29T19:22:22,0.26,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-30,61.2,28.5,40.7,61.2,27,38.6,25,63.4,0,0,0,,0,0,40.3,27.6,270.3,1001.2,52.8,6.9,231.5,20.2,9,10,2023-03-30T06:48:28,2023-03-30T19:23:23,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-03-31,50.2,35.9,42.8,50.2,29,36.6,9.1,25.3,0,0,0,,0,0,65.3,40.9,274.5,1004.8,15.7,9.8,217.8,19.1,8,10,2023-03-31T06:46:51,2023-03-31T19:24:24,0.32,Clear,Clear conditions throughout the day.,wind,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-01,64.6,36.1,51.1,64.6,33.9,50.3,11.1,21.8,0,0,0,,0,0,33.3,20.2,226,1013.5,17.4,9.9,280.2,24.3,9,10,2023-04-01T06:45:15,2023-04-01T19:25:25,0.36,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-02,68.1,46.5,58,68.1,45.7,57.9,12.7,17.9,0,0,0,,0,0,39.9,25.1,238.7,1006,2.4,9.9,273.2,23.7,9,10,2023-04-02T06:43:38,2023-04-02T19:26:26,0.39,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-03,52,35.7,45,52,32,42.6,27.3,50.6,0,0,0,,0,0,26.5,19.6,352.4,1001.7,45.5,9.9,238.3,20.5,8,10,2023-04-03T06:42:02,2023-04-03T19:27:27,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-04,37.5,23.1,28.2,26.7,13.3,19.9,23.5,83.1,0.011,100,4.17,snow,5,1.9,31,21.9,358.7,1002,99.8,5.3,47.9,4,2,10,2023-04-04T06:40:27,2023-04-04T19:28:28,0.45,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-05,41.2,16,28.4,38.7,12.8,24.2,16.2,64.1,0,0,0,"rain,snow",1.4,2.6,18.3,10.1,325.3,1015.6,22.4,9.6,278.2,24.1,9,10,2023-04-05T06:38:52,2023-04-05T19:29:28,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-06,53.7,28,39.1,53.7,23.1,37.6,10,32.3,0,0,0,,0,0.9,11.4,9.9,101.4,1022.8,0,9.9,284.9,24.7,9,10,2023-04-06T06:37:17,2023-04-06T19:30:29,0.52,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-07,66.4,31.5,47.6,66.4,25.4,46.5,16.1,32,0,0,0,,0,0,12.8,8.8,216.1,1019.9,5.8,9.9,257.5,22.2,9,10,2023-04-07T06:35:42,2023-04-07T19:31:30,0.56,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-08,64.6,37.2,52.8,64.6,37.2,52.4,21.8,31.9,0,0,0,,0,0,21.9,8.2,256.2,1017.1,32.1,9.9,135.5,11.9,5,10,2023-04-08T06:34:08,2023-04-08T19:32:31,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-09,69.9,38.8,55.1,69.9,36.9,54.6,23.7,33.4,0,0,0,,0,0,20.8,12.4,278.9,1023.1,5.5,9.9,263.8,22.9,8,10,2023-04-09T06:32:35,2023-04-09T19:33:32,0.63,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-10,77.1,39.2,57.3,77.1,37.8,57.1,23.3,30.2,0,0,0,,0,0,12.8,6.9,186.8,1025.9,0,9.9,404.5,35,9,10,2023-04-10T06:31:02,2023-04-10T19:34:33,0.66,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-11,84.4,42.6,65.1,81.4,42.6,64.4,22,23.3,0,0,0,,0,0,31.5,20.3,249.1,1018.3,0,9.9,532,46.2,9,10,2023-04-11T06:29:29,2023-04-11T19:35:34,0.7,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-12,80.9,49.5,66.6,79.2,47.8,66.3,23.9,20.9,0,0,0,,0,0,34.9,12.9,253.5,1008.9,6.8,9.9,511.4,44.5,7,10,2023-04-12T06:27:57,2023-04-12T19:36:35,0.73,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
Boulder,2023-04-13,73.6,53.5,64.3,73.6,53.5,64.3,24.3,20.3,0,0,0,,0,0.1,34,17.1,225.8,998.2,32.4,10,398,34.5,6,10,2023-04-13T06:26:26,2023-04-13T19:37:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,72038500419,D5993,72053300160,ATC01,99999994075,KBDU,C7944,72053800164"
Boulder,2023-04-14,60.6,32.2,40.1,60.6,28.8,37.2,31.8,77.8,0.169,100,29.17,"rain,snow",0.5,0,24.1,15.7,47.1,1008.2,89.7,7.2,332.8,28.8,2,10,2023-04-14T06:24:55,2023-04-14T19:38:36,0.81,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-15,50.3,32.1,40.5,50.3,26.9,38,21.9,57.4,0.002,100,8.33,"rain,snow",0.7,0,29.2,22,285.4,1019.7,40.1,8.9,563.6,49,8,10,2023-04-15T06:23:25,2023-04-15T19:39:37,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-16,62.8,31.8,46.8,62.8,27.3,46.2,20.1,38.2,0,0,0,,0,0,12.8,5.7,132.2,1022.1,0,9.9,503.6,43.5,9,10,2023-04-16T06:21:56,2023-04-16T19:40:38,0.88,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-17,71.9,37.1,55.4,71.9,33.8,55,21.2,30.9,0,0,0,,0,0,23,9.2,134.9,1011.6,0,9.9,247.4,21.3,9,10,2023-04-17T06:20:27,2023-04-17T19:41:39,0.91,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-18,77.2,42.5,59.1,77.2,41.1,58.8,19.2,23.8,0,0,0,,0,0,27.5,17,252.6,1002.1,13.8,9.9,206.4,17.9,8,10,2023-04-18T06:18:59,2023-04-18T19:42:40,0.95,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-19,55.5,37.6,46.9,55.5,32.2,44.9,25.7,45.6,0,0,0,,0,0,30,14.3,54.4,1006.4,41.9,9.9,171.3,14.9,6,10,2023-04-19T06:17:32,2023-04-19T19:43:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-20,50.2,31.9,39.8,50.2,21.3,33.8,2.7,21.6,0,0,0,,0,0,36.1,23.2,281.3,1017.7,13.6,9.9,307.7,26.6,10,10,2023-04-20T06:16:05,2023-04-20T19:44:42,0.02,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-21,51.8,32.2,40.4,51.8,23.9,36.4,12.4,36.1,0.019,100,4.17,"rain,snow",0,0,30,19.9,288.2,1018.9,45.4,9.2,151,13,5,10,2023-04-21T06:14:40,2023-04-21T19:45:43,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-22,35.9,26.7,31.7,35.8,21.1,28.6,27.2,84.1,0.024,100,16.67,"rain,snow",5.8,2,11.4,5.8,96.8,1021.8,93,7.2,74.7,6.5,3,10,2023-04-22T06:13:15,2023-04-22T19:46:44,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-23,55.7,30,42.1,55.7,27.5,41.3,25.1,55.2,0,0,0,"rain,snow",0.1,0,10.3,4.9,172.8,1016.6,10.3,9.9,300.3,26.1,9,10,2023-04-23T06:11:52,2023-04-23T19:47:45,0.11,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-24,64.7,35.6,50.6,64.7,33.2,49.9,26,43.2,0,0,0,,0,0,17.2,10,178.1,1010.9,27.3,9.9,242.4,20.9,9,10,2023-04-24T06:10:29,2023-04-24T19:48:46,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-25,55.8,39.4,47.2,55.8,33.3,45.2,37.3,70.7,0.172,100,16.67,rain,0,0,30.1,19.9,5.1,1011.5,71,9.7,253.5,21.6,7,10,2023-04-25T06:09:07,2023-04-25T19:49:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,72053800164,C7944"
Boulder,2023-04-26,59.1,39.4,47.3,59.1,34.5,46.2,38,74.9,0.175,100,29.17,rain,1.1,0,16.1,8.1,58.3,1018.9,74.5,8.7,429.4,36.7,7,10,2023-04-26T06:07:46,2023-04-26T19:50:48,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
Boulder,2023-04-27,68.1,39.5,52.9,68.1,32.7,51.6,30.5,49.9,0.057,100,8.33,rain,0,0,44.7,33,299.7,1012.9,34.8,9.9,270.3,23.2,9,10,2023-04-27T06:06:26,2023-04-27T19:51:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,C7944,72053800164"
Boulder,2023-04-28,57.5,35.8,46.9,57.5,28.3,45,27.3,50.5,0,0,0,rain,0.2,0,31.8,17.2,31.7,1022.2,27.9,9.9,308.9,26.4,9,10,2023-04-28T06:05:07,2023-04-28T19:52:50,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-29,73.5,42.7,58.2,73.5,39.2,57.9,28.6,35.7,0,0,0,,0,0,18.3,6.9,56.8,1020,22.2,9.9,267.7,23.1,10,10,2023-04-29T06:03:50,2023-04-29T19:53:51,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-04-30,68.2,42.8,55.4,68.2,41.9,55.1,32.2,43.3,0,0,0,,0,0,13.9,8.1,50.9,1017.9,6.3,9.9,291.5,25,9,10,2023-04-30T06:02:33,2023-04-30T19:54:51,0.34,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-01,71.7,39.3,55.3,71.7,35.9,54.5,30.2,40.7,0,0,0,,0,0,11.4,8,13.3,1014.6,2.1,9.9,290.8,25.1,10,10,2023-05-01T06:01:18,2023-05-01T19:55:52,0.37,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-02,64.6,44.7,55.1,64.6,42.1,54.7,33.2,44.2,0,0,0,,0,0,20.8,12.3,305.8,1015.9,18.1,9.8,182.3,15.7,8,10,2023-05-02T06:00:03,2023-05-02T19:56:52,0.4,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-03,79,46.1,63.5,79,46.1,63.5,32.9,37.3,0,0,0,,0,0,17.2,9,112.5,1013.6,0,9.9,292.9,25.2,9,10,2023-05-03T05:58:50,2023-05-03T19:57:52,0.44,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-04,71.6,51.5,60,71.6,51.5,60,34.5,39.5,0,0,0,,0,0,32.2,19.1,234.6,1010.7,51.3,9.9,125,10.9,6,10,2023-05-04T05:57:39,2023-05-04T19:58:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-05,71.8,46.4,59.9,71.8,46.4,59.8,34.7,44.5,0.018,100,4.17,rain,0,0,35.9,25.2,276.8,1010.6,35.6,9.9,241.3,20.7,9,10,2023-05-05T05:56:28,2023-05-05T19:59:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,99999994075,72053800164"
Boulder,2023-05-06,68.4,40.9,56.6,68.4,39.2,56.4,25.5,33.8,0,0,0,,0,0,34,22.6,258.7,1012.4,14,9.9,237.4,20.6,10,10,2023-05-06T05:55:19,2023-05-06T20:00:52,0.54,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-07,68.1,46.4,58.7,68.1,45.1,58.5,28.7,32.2,0,0,0,,0,0,18.3,11.2,15.4,1014.8,49.3,9.9,209.1,18.1,7,10,2023-05-07T05:54:11,2023-05-07T20:01:52,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-08,71.8,46.1,59.3,71.8,43.7,59.1,33.3,40.1,0,0,0,,0,0,34.4,10.4,267.4,1016.7,27.7,9.9,244,20.9,9,10,2023-05-08T05:53:05,2023-05-08T20:02:51,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-09,75.4,44.7,60.8,75.4,42.2,60.6,39.6,48,0.046,100,4.17,rain,0,0,17.2,6,346.8,1015.1,19.8,9.9,267.8,22.9,8,10,2023-05-09T05:51:59,2023-05-09T20:03:50,0.64,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,99999994075,72053800164"
Boulder,2023-05-10,55.5,48.1,52.2,55.5,45.3,52,49.9,91.9,0.283,100,41.67,rain,0,0,20.8,11.3,349.6,1015.4,86.9,7.8,42.8,3.6,2,30,2023-05-10T05:50:56,2023-05-10T20:04:48,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,72053800164"
Boulder,2023-05-11,52,46.6,49.1,52,43.9,48.6,47.4,93.9,0.921,100,79.17,rain,0,0,23.1,9.5,338.5,1011.9,94.7,8.5,40.6,3.6,1,10,2023-05-11T05:49:54,2023-05-11T20:05:47,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,72053800164,C7944"
Boulder,2023-05-12,62.9,46.6,53.7,62.9,46.5,53.5,44.6,74.6,0.443,100,54.17,rain,0,0,30,17.2,27,1017.7,91.6,9.3,177.1,15.8,8,10,2023-05-12T05:48:53,2023-05-12T20:06:45,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-13,61,44.7,53.4,61,44.7,53.3,43.6,71.7,0.39,100,16.67,rain,0,0,17.2,8.2,40.5,1025.4,73.8,9.5,134.8,11.9,6,10,2023-05-13T05:47:54,2023-05-13T20:07:42,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-14,60.8,48.4,52.2,60.8,46.6,52.1,50.2,93.6,0.427,100,41.67,rain,0,0,16.1,11.3,23.8,1030.7,100,6.9,119.4,10.7,4,10,2023-05-14T05:46:56,2023-05-14T20:08:39,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
Boulder,2023-05-15,59.1,46.7,52.5,59.1,45.6,52.4,48.4,86.7,0.129,100,20.83,rain,0,0,6.9,6.7,67.8,1030.9,85.2,8.5,89.2,8.2,3,10,2023-05-15T05:46:00,2023-05-15T20:09:36,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KLMO,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
Boulder,2023-05-16,77.2,44.6,61.1,77.2,44.6,61,44.1,60.5,0.005,100,8.33,rain,0,0,22.9,13.6,68.7,1021.9,26.3,9.8,270,23.8,9,10,2023-05-16T05:45:05,2023-05-16T20:10:32,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-17,78.9,48.3,63.7,78.9,48.3,63.7,41,48,0.001,100,4.17,rain,0,0,18.3,9.1,18.1,1017.4,23.5,9.9,250,22.1,9,10,2023-05-17T05:44:12,2023-05-17T20:11:28,0.93,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
Boulder,2023-05-18,68.1,50,56.1,68.1,50,56.1,50.5,83.3,0.135,100,33.33,rain,0,0,30,11,35.2,1019.5,67.9,9.6,190.7,17,8,10,2023-05-18T05:43:21,2023-05-18T20:12:23,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-19,55.6,48.6,52.2,55.6,46.7,52.1,48.1,86.4,0.036,100,8.33,rain,0,0,9.2,7.1,344.8,1026.6,97.9,4.3,52.7,5.2,4,10,2023-05-19T05:42:31,2023-05-19T20:13:18,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KLMO,D5993,72053300160,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-20,66.3,48.4,57.4,66.3,48.4,57.4,47.2,71.1,0,0,0,,0,0,16.1,8.8,245.8,1024.7,48.2,5.6,177.7,15.4,7,10,2023-05-20T05:41:43,2023-05-20T20:14:12,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,C7944,72053800164"
Boulder,2023-05-21,73.7,51.6,63.6,73.7,51.6,63.6,37.2,40.4,0,0,0,,0,0,16.1,11.3,11.6,1021.2,2.1,9.9,310.4,26.9,9,10,2023-05-21T05:40:57,2023-05-21T20:15:05,0.07,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,BTAC2,ATC01,KBDU,99999994075,72053800164"
Boulder,2023-05-22,73.7,53.4,63.3,73.7,53.4,63.3,40.2,43.8,0,0,0,,0,0,11.4,6.7,63.7,1017.8,0,9.4,229.4,19.8,8,10,2023-05-22T05:40:13,2023-05-22T20:15:57,0.1,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,72053800164,C7944"
Boulder,2023-05-23,77.2,51.6,64.3,77.2,51.6,64.3,42.2,46.5,0,0,0,,0,0,12.8,6.9,358.6,1017.3,0.5,9.9,271.7,23.8,9,10,2023-05-23T05:39:30,2023-05-23T20:16:49,0.13,Clear,Clear conditions throughout the day.,clear-day,"KLMO,D5993,72053300160,ATC01,KBDU,99999994075,C7944,72053800164"
